gender,nationality,victimized,gen_ins,p7_8,age,p10_1,p10_2,id,barrio_res,gender_effect,nationality_effect,victimized_effect,p7_8_effect,darksens,p10_1_scaled,p10_2_scaled,darksens_b,darksens_c
1,1,low,0.006745098317374654,2,37,3,3,agent_544,Rochapea/Arrotxapea,-0.2746822604096651,0.06645705243618928,-0.0608298656573665,0.6397978684540564,0.4811409647555342,0.33,0.33,0.21406159566063515,0.26707936909489904
1,1,low,-0.765928394691373,2,33,3,4,agent_641,Rochapea/Arrotxapea,-0.38489652182554807,0.15618702185889116,0.013449120496704142,0.6268663338271783,0.19765907696788418,0.33,0,0.24082733694574243,-0.04316825997785825
1,0,none,0.3043124185718282,2,28,3,3,agent_509,Rochapea/Arrotxapea,-0.3550438372945146,0,0,0.5243104573314052,0.45067844267493296,0.33,0.33,0.2175561103751025,0.23312233229983048
1,1,none,2.0532886288930485,2,74,2,2,agent_406,San Jorge-Sanduzelai,-0.33515042912515475,0.2039848611579317,0,0.42250352814408815,1.0129167579098304,0.66,0.66,0.5253979193243957,0.4875188385854346
1,1,none,0.3043124185718282,2,24,3,3,agent_750,San Jorge-Sanduzelai,-0.36180311359556155,0.166592673622954,0,0.600694193366741,0.5723508210820641,0.33,0.33,0.3066027235131418,0.26574809756892237
1,1,none,-1.5956124296017815,1,68,4,4,agent_324,San Jorge-Sanduzelai,-0.34448370471274514,0.04491916480343857,0,0,-0.03481754525097384,0,0,-0.03217576190087947,-0.002641783350094362
1,1,moderate,1.7114152454192817,2,48,1,1,agent_758,San Jorge-Sanduzelai,-0.30422190643080005,0.15838978426062209,0,0.5492670199166911,1.510227255485375,1,1,0.7896934711868795,0.7205337842984957
1,0,low,1.1672086480262847,2,52,2,2,agent_302,San Jorge-Sanduzelai,-0.41252794070517934,0,0.31282492897819253,0.6813676933807211,1.0658569487273755,0.66,0.66,0.5274260560250227,0.5384308927023529
1,1,low,-0.10399386157133593,2,82,2,2,agent_33,San Juan/Donibane,-0.35288923024063,0.07449603332045612,0.28593978278339144,0.41711019913143954,1.035609846768652,0.66,0.66,0.5165050644737529,0.5191047822948991
1,1,none,-0.9589680308919963,2,74,4,4,agent_677,San Juan/Donibane,-0.3681148156511685,0.10911300104298337,0,0.5588516566123759,-0.019273658394649555,0,0,-0.025209415206925198,0.005935756812275645
1,1,none,-0.7318940912640458,1,74,4,4,agent_42,San Juan/Donibane,-0.32158987705878317,0.2504140241539136,0,0,0.027466400092378822,0,0,-0.002986315165766467,0.030452715258145288
1,1,none,-1.3409189866051934,1,58,3,4,agent_420,San Juan/Donibane,-0.3461002537449944,0.19803263929494277,0,0,0.2136207594398695,0.33,0,0.24709011662074382,-0.033469357180874314
1,0,none,0.5605533774384438,2,37,3,3,agent_260,San Juan/Donibane,-0.3336406818029404,0,0,0.5719653032471442,0.532855245775257,0.33,0.33,0.268174738330512,0.26468050744474503
1,1,low,0.07622235618063712,2,32,2,4,agent_480,San Juan/Donibane,-0.24778057608673196,0.1578615014331021,0.3333799641303192,0.5717699582396492,0.4858162216895687,0.66,0,0.49888903109740423,-0.013072809407835548
1,1,none,-0.05766246703439333,2,54,3,4,agent_334,San Juan/Donibane,-0.30198444724540446,0.2182682062266624,0,0.5634683354888254,0.2956179727134083,0.33,0,0.2785243346671405,0.017093638046267814
1,1,none,0.6484002806824682,2,89,1,2,agent_448,Txantrea,-0.3120169385561619,0.03317095841564106,0,0.6405012912791884,1.2554349296893228,1,0.66,0.7606354785558247,0.49479945113349816
1,1,none,1.2916927247302359,2,45,2,3,agent_288,Txantrea,-0.3396836637390426,0.11714609181516035,0,0.5593120612058642,0.7985018044652695,0.66,0.33,0.5345177866394832,0.2639840178257863
1,1,none,0.3208539243524742,1,39,4,4,agent_139,Txantrea,-0.34904586062409465,0.31843410221171914,0,0,0.007158515209833155,0,0,-0.026229425166651645,0.0333879403764848
1,1,none,-1.5956124296017815,2,75,4,4,agent_449,Txantrea,-0.3690424027235342,0.09871976798852723,0,0.6210334240362583,-0.03132162886103034,0,0,-0.03150388111895281,1.8225225792246988e-4
1,1,none,-0.08988016424830748,2,45,3,4,agent_61,Txantrea,-0.44819027225931934,0.06973773723807405,0,0.6797473794622109,0.3605649642973624,0.33,0,0.3351259983735601,0.02543896592380231
1,1,low,-0.7318940912640458,1,48,4,4,agent_344,Txantrea,-0.4620602791251561,0.1608763668497407,0.4865435605520337,0,-0.04013229058271027,0,0,-0.010421439704010795,-0.029710850878699475
1,1,none,-0.8174906837822999,2,43,3,4,agent_125,Txantrea,-0.34115299367788293,0.03349138038411726,0,0.5593324378993674,0.2435155787776175,0.33,0,0.2615556897885179,-0.018040111010900382
1,1,none,-0.9509251472730823,1,63,3,4,agent_537,Txantrea,-0.35422316414397415,0.2394173625932759,0,0,0.3079946846355507,0.33,0,0.2700142418508462,0.03798044278470446
